attributekey,attributename,attributetablename,attributecolumnname,attributelogicaldatatype,effectivelogicaldatatype,attributeuom,attributetype,mapunitlevelattribflag,complevelattribflag,cmonthlevelattribflag,horzlevelattribflag,algorithmname,componentpercentcutoff,tiebreakrule,tiebreaklowlabel,tiebreakhighlabel,depthqualifiermode,layerdepthtotop,layerdepthtobottom,beginningmonth,endingmonth,interpnullsaszeroflag,nullratingreplacementvalue
217,Septic Tank Absorption Fields -- At-Grade (MN),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
218,Septic Tank Absorption Fields -- Mound (MN),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
219,Septic Tank Absorption Fields -- Trench (MN),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
504,"Septic Tank, Gravity Disposal (TX)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
503,"Septic Tank, Leaching Chamber (TX)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
505,"Septic Tank, Subsurface Drip Irrigation (TX)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
421,Sewage Disposal (NJ),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
84,Sewage Lagoons,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
177,Sewage Lagoons (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2771,Sewage Treatment Systems - NEW (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
55,Shallow Excavations,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
161,Shallow Excavations (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2697,Shallow Infiltration Systems,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2889,Shortleaf Pine Suitability,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
2740,Shortleaf pine littleleaf disease susceptibility,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
457,Site Degradation Susceptibility,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2681,Slippage Potential (IN),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
24,Slow Rate Treatment of Wastewater,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
410,Slow Rate Treatment of Wastewater (VT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
481,Small Commercial Brick Bldg on Reinfored Concrete Slab (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
5,Small Commercial Buildings,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
160,Small Commercial Buildings (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
484,Small Commercial Metal Bldg on Reinforced Concrete Slab (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2785,Small Grains Productivity Index (AK),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2776,Soil Compactibility Risk,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
458,Soil Compaction Resistance,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2772,Soil Displacement Hazard,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2798,Soil Habitat for Coccidioides,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2693,Soil Health Assessment (NJ),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2773,Soil Puddling Hazard,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
459,Soil Restoration Potential,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
8,Soil Rutting Hazard,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2662,Soil Rutting Hazard (ME),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
229,Soil Rutting Hazard (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2774,Soil Rutting Hazard by Month,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2775,Soil Rutting Hazard by Season,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2762,Soil Suitability - Karner Blue Butterfly (WI),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2837,Soil Suitability for Aronia Berry (SD),cointerp,interphrc,String,Float,,Interpretation,0,1,0,0,Weighted Average,,1,,,,,,,,0,
2836,Soil Suitability for Industrial Hemp,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2763,Soil Surface Sealing,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2764,Soil Susceptibility to Compaction,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2708,Soil Sustainability Forest Biomass Harvesting (CT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
2830,"Solar Arrays, Ballast Anchor Systems",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2831,"Solar Arrays, Soil-based Anchor Systems",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
20,Source of Reclamation Material,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
349,Source of Reclamation Material (MD),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
167,Source of Reclamation Material (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2741,Stormwater Management - Infiltration (NY),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2742,Stormwater Management - Ponds (NY),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2743,Stormwater Management - Wetlands (NY),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2713,Subsurface Sewage Disposal Systems (CT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
519,"Subsurface Water Management, Installation (ND)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
633,"Subsurface Water Management, Outflow Quality",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
522,"Subsurface Water Management, Outflow Quality (ND)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
520,"Subsurface Water Management, Performance (ND)",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
634,"Subsurface Water Management, System Installation",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
636,"Subsurface Water Management, System Performance",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
35,Suitability for Hand Planting,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
352,Suitability for Hand Planting (MD),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2663,Suitability for Hand Planting (ME),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
361,Suitability for Haul Roads (MI),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
63,Suitability for Log Landings,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
145,Suitability for Log Landings (ID),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2665,Suitability for Log Landings (ME),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
363,Suitability for Log Landings (MI),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
146,Suitability for Log Landings (OR),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
416,Suitability for Log Landings (VT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
147,Suitability for Log Landings (WA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
87,Suitability for Mechanical Planting,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
354,Suitability for Mechanical Planting (MD),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2666,Suitability for Mechanical Planting (ME),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
252,Suitability for Mechanical Planting (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
34,Suitability for Roads (Natural Surface),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
148,Suitability for Roads (Natural Surface) (ID),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2669,Suitability for Roads (Natural Surface) (ME),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Component,,1,,,,,,,,0,
231,Suitability for Roads (Natural Surface) (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
149,Suitability for Roads (Natural Surface) (OR),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
417,Suitability for Roads (Natural Surface) (VT),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
150,Suitability for Roads (Natural Surface) (WA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2911,Suitability for Savanna Restoration,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
492,Surface Drains (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
493,Surface Irrigation Intake Family (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,-1,Intake Family Low,Intake Family High,,,,,,0,
2754,Surface Salt Concentration,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
635,"Surface Water Management, System",cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
263,Terraces and Diversions (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
509,Terraces and Diversions (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
43,Topsoil Source,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2863,Topsoil Source (AK),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
315,Topsoil Source (GA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
142,Topsoil Source (ID),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
350,Topsoil Source (MD),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
163,Topsoil Source (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
143,Topsoil Source (OR),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
144,Topsoil Source (WA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2902,USFS - Inherent Erosion Hazard,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2748,USFS - Road Construction and Maintenance (Natural Surface),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2698,Unlined Retention Systems,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
621,Unpaved Local Roads and Streets,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
294,Upland Coniferous Trees (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
295,Upland Deciduous Trees (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
296,Upland Desertic Shrubs and Trees (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
297,Upland Mixed Deciduous and Conifer Trees (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
461,Upland Native Herbaceous Plants (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
298,Upland Shrubs and Vines (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2677,Utah Juniper Encroachment Potential,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
394,Vegetated Filter Strip Group (OH),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2678,Vegetated Treatment Area (PIA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
111,"Vehicle Trafficability, Type 1, 1 Pass, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
112,"Vehicle Trafficability, Type 1, 50 Passes, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
113,"Vehicle Trafficability, Type 1, Dry Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
114,"Vehicle Trafficability, Type 2, 1 Pass, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
115,"Vehicle Trafficability, Type 2, 50 Passes, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
116,"Vehicle Trafficability, Type 2, Dry Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
117,"Vehicle Trafficability, Type 3, 1 Pass, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
118,"Vehicle Trafficability, Type 3, 50 Passes, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
119,"Vehicle Trafficability, Type 3, Dry Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
120,"Vehicle Trafficability, Type 4, 1 Pass, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
121,"Vehicle Trafficability, Type 4, 50 Passes, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
122,"Vehicle Trafficability, Type 4, Dry Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
123,"Vehicle Trafficability, Type 5, 1 Pass, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
124,"Vehicle Trafficability, Type 5, 50 Passes, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
125,"Vehicle Trafficability, Type 5, Dry Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
126,"Vehicle Trafficability, Type 6, 1 Pass, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
127,"Vehicle Trafficability, Type 6, 50 Passes, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
128,"Vehicle Trafficability, Type 6, Dry Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
129,"Vehicle Trafficability, Type 7, 1 Pass, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
130,"Vehicle Trafficability, Type 7, 50 Passes, Wet Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
131,"Vehicle Trafficability, Type 7, Dry Season",cointerp,interphrc,string,string,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2924,Vinifera Wine Grape Site Suitability (Long to Medium),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2925,Vinifera Wine Grape Site Suitability (Long),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2926,Vinifera Wine Grape Site Suitability (Short to Med),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2927,Vinifera Wine Grape Site Suitability (Short),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2687,WLF - Gopher Tortoise Burrowing Suitability,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2839,Water Erosion Potential (ND),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2766,Water Erosion Potential (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
637,Western Juniper Encroachment Potential (OR),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
517,Wildlife Food Plots 2 Acres or Less (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
338,Wind Erosion Potential (TX),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2770,Windthrow Hazard,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2679,Windthrow Hazard (WA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
2648,Wine Grape Site Suitability (WA),cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
460,Yellow Star-thistle Invasion Susceptibility,cointerp,interphrc,String,String,,Interpretation,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
380,AASHTO Group Classification (Surface),chaashto,aashtocl,Choice,Choice,,Property,0,1,0,1,Dominant Condition,,-1,,,Surface Layer,,,,,0,
2746,AASHTO Group Index,chorizon,aashind_r,Integer,Integer,,Property,1,1,0,1,Dominant Condition,,1,,,All Layers,,,,,0,
41,Available Water Capacity,chorizon,awc_r,Float,Float,centimeters per centimeter,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
101,Available Water Storage,chorizon,awc_r,Float,Float,centimeters,Property,0,1,0,1,Weighted Average,,1,,,Depth Range,,,,,0,
66,"Available Water Supply, 0 to 100 cm",muaggatt,aws0100wta,Float,Float,centimeters,Property,1,0,0,0,No Aggregation Necessary,,1,,,,,,,,0,
7,"Available Water Supply, 0 to 150 cm",muaggatt,aws0150wta,Float,Float,centimeters,Property,1,0,0,0,No Aggregation Necessary,,1,,,,,,,,0,
97,"Available Water Supply, 0 to 25 cm",muaggatt,aws025wta,Float,Float,centimeters,Property,1,0,0,0,No Aggregation Necessary,,1,,,,,,,,0,
9,"Available Water Supply, 0 to 50 cm",muaggatt,aws050wta,Float,Float,centimeters,Property,1,0,0,0,No Aggregation Necessary,,1,,,,,,,,0,
65,"Bulk Density, One-Third Bar",chorizon,dbthirdbar_r,Float,Float,grams per cubic centimeter,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
98,Calcium Carbonate (CaCO3),chorizon,caco3_r,Integer,Integer,percent,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,1,
28,Cation-Exchange Capacity (CEC-7),chorizon,cec7_r,Float,Float,milliequivalents per 100 grams,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
2939,Conservation Tree and Shrub Group,component,constreeshrubgrp,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
191,Conservation Tree and Shrub Group OLD,component,constreeshrubgrp,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
95,Corrosion of Concrete,component,corcon,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
46,Corrosion of Steel,component,corsteel,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
190,Crop Productivity Index,component,cropprodindex,Integer,Integer,,Property,0,1,0,0,Weighted Average,,1,,,,,,,,1,
309,Depth to Any Soil Restrictive Layer,corestrictions,resdept_r,Integer,Integer,centimeters,Property,0,1,0,0,Dominant Component,,-1,,,,,,,,0,201
2851,Depth to Bedrock,corestrictions,resdept_r,Integer,Integer,centimeters,Property,1,1,0,0,Dominant Component,,-1,,,,,,,,0,201
82,Depth to Water Table,cosoilmoist,soimoistdept_r,Integer,Integer,centimeters,Property,0,1,1,0,Dominant Component,,-1,,,,,,January,December,0,201
50,Depth to a Selected Soil Restrictive Layer,corestrictions,resdept_r,Integer,Integer,centimeters,Property,0,1,0,0,Dominant Component,,-1,,,,,,,,0,201
44,Drainage Class,component,drainagecl,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
60,Ecological Classification ID,coecoclass,ecoclassid,String,String,,Property,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
31,Ecological Classification Name,coecoclass,ecoclassname,VText,VText,,Property,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2,Effective Cation-Exchange Capacity (ECEC),chorizon,ecec_r,Float,Float,milliequivalents per 100 grams,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
59,Electrical Conductivity (EC),chorizon,ec_r,Float,Float,decisiemens per meter,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
2904,Exchangeable Sodium Percent (ESP),chorizon,esp_r,Integer,Integer,percent,Property,1,1,0,1,Dominant Component,,1,,,Depth Range,,,,,1,
2905,Extractable Acidity,chorizon,extracid_r,Float,Float,centimoles of charge per kilogram,Property,1,1,0,1,Dominant Component,,1,,,Depth Range,,,,,1,
288,Farmland Classification,mapunit,farmlndcl,Choice,Choice,,Property,1,0,0,0,No Aggregation Necessary,,-1,,,,,,,,0,
12,Flooding Frequency Class,comonth,flodfreqcl,Choice,Choice,,Property,0,1,1,0,Dominant Condition,,1,Less Frequent,More Frequent,,,,January,December,0,None
77,Forest Productivity (Cubic Feet per Acre per Year),coforprod,fprod_r,Float,Float,cubic feet per acre per year,Property,0,1,0,0,Dominant Component,,1,,,,,,,,0,
49,Forest Productivity (Tree Site Index),coforprod,siteindex_r,Integer,Integer,feet,Property,0,1,0,0,Dominant Component,,1,,,,,,,,0,
52,Frost Action,component,frostact,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
86,Frost-Free Days,component,ffd_r,Integer,Integer,days,Property,0,1,0,0,Dominant Component,,1,,,,,,,,0,
47,Gypsum,chorizon,gypsum_r,Integer,Integer,percent,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,1,
16,Hydric Rating by Map Unit,component,hydricrating,Choice,Integer,,Property,0,1,0,0,Percent Present,,-1,,,,,,,,0,
73,Hydrologic Soil Group,component,hydgrp,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
189,Iowa Corn Suitability Rating CSR2 (IA),mapunit,iacornsr,Integer,Integer,,Property,1,0,0,0,No Aggregation Necessary,,1,,,,,,,,0,
88,Irrigated Capability Class,component,irrcapcl,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
32,Irrigated Capability Subclass,component,irrcapscl,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
19,"K Factor, Rock Free",chorizon,kffact,Choice,Choice,,Property,0,1,0,1,Dominant Condition,,1,,,Surface Layer,,,,,0,
51,"K Factor, Whole Soil",chorizon,kwfact,Choice,Choice,,Property,0,1,0,1,Dominant Condition,,1,,,Surface Layer,,,,,0,
15,Linear Extensibility,chorizon,lep_r,Float,Float,percent,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
378,Liquid Limit,chorizon,ll_r,Float,Float,percent,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
94,Map Unit Name,mapunit,muname,String,String,,Property,1,0,0,0,No Aggregation Necessary,,-1,,,,,,,,0,
2660,Minnesota Crop Productivity Index,mutext,text,Narrative Text,Narrative Text,,Property,0,0,0,0,No Aggregation Necessary,,-1,,,,,,,,0,
523,NH Forest Soil Group,mapunit,nhiforsoigrp,Choice,Choice,,Property,1,0,0,0,No Aggregation Necessary,,-1,,,,,,,,0,
2810,NRCS Ecological Site ID,coecoclass,ecoclassid,String,String,,Property,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2811,NRCS Ecological Site Name,coecoclass,ecoclassname,Narrative Text,Narrative Text,,Property,1,1,0,0,Dominant Condition,,-1,,,,,,,,0,
74,Nonirrigated Capability Class,component,nirrcapcl,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,1,,,,,,,,0,
83,Nonirrigated Capability Subclass,component,nirrcapscl,Choice,Choice,,Property,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
2729,Order of Soil Survey,mapunit,invesintens,Choice,Choice,,Property,1,0,0,0,No Aggregation Necessary,,1,,,,,,,,0,
37,Organic Matter,chorizon,om_r,Float,Float,percent,Property,0,1,0,1,Dominant Component,,1,,,Depth Range,,,,,0,
384,Parent Material Name,copmgrp,pmgroupname,String,String,,Property,0,1,0,0,Dominant Condition,,-1,,,,,,,,0,
